model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,execution_time_mean,execution_time_median,execution_time_sd,prediction_accuracy,auc_roc,total_duration_mean,total_duration_median,total_duration_sd,load_duration_mean,load_duration_median,load_duration_sd,prompt_eval_duration_mean,prompt_eval_duration_median,prompt_eval_duration_sd,eval_duration_mean,eval_duration_median,eval_duration_sd,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,txt_accuracy,txt_auc_roc,model_dir,model_params,model_quantization
exaone3.5:32b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,5.453943247795105,5.389317750930786,0.5361625836324657,46.0,0.5761434511434511,,,,,,,,,,,,,15,31,43,11,0.25862068965517243,0.5769230769230769,0.3571428571428572,46.0,0.5761,exaone3_5_32b-instruct-q4_k_m,32,q4_k_m
exaone3.5:32b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.9839127230644226,0.7854564189910889,1.9347798519654693,57.0,0.5556182947487296,,,,,,,,,,,,,8,49,28,15,0.2222222222222222,0.34782608695652173,0.2711864406779661,57.0,0.5556,exaone3_5_32b-instruct-q4_k_m,32,q4_k_m
marco-o1:7b-fp16,PromptType.COT,100,100,0,0,5.014110314846039,5.096308946609497,1.3402256864446187,50.0,0.5367063492063492,,,,,,,,,,,,,21,29,43,7,0.328125,0.75,0.45652173913043476,50.0,0.5367,marco-o1_7b-fp16,7,fp16
marco-o1:7b-fp16,PromptType.COT_NSHOT,100,100,0,0,4.711834876537323,4.536710143089294,1.1617258011215161,43.0,0.5680000000000001,,,,,,,,,,,,,19,24,51,6,0.2714285714285714,0.76,0.39999999999999997,43.0,0.568,marco-o1_7b-fp16,7,fp16
marco-o1:7b-fp16,PromptType.SYSTEM1,100,100,0,0,0.5329427027702331,0.38062942028045654,1.5100757600533414,57.0,0.5550595238095238,,,,,,,,,,,,,18,39,33,10,0.35294117647058826,0.6428571428571429,0.4556962025316456,57.0,0.5551,marco-o1_7b-fp16,7,fp16
exaone3.5:2.4b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.9591785311698914,0.8825647830963135,0.36861603401742565,47.0,0.4578666666666667,,,,,,,,,,,,,17,30,45,8,0.27419354838709675,0.68,0.39080459770114945,47.0,0.4579,exaone3_5_2_4b-instruct-q4_k_m,4,q4_k_m
exaone3.5:2.4b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.9946233534812927,0.9545236825942993,0.2062238680035904,54.0,0.5213089802130898,,,,,,,,,,,,,17,37,36,10,0.32075471698113206,0.6296296296296297,0.425,54.0,0.5213,exaone3_5_2_4b-instruct-q4_k_m,4,q4_k_m
exaone3.5:2.4b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.19134768962860108,0.1471865177154541,0.2946456476844143,35.0,0.48355263157894735,,,,,,,,,,,,,19,16,60,5,0.24050632911392406,0.7916666666666666,0.36893203883495146,35.0,0.4836,exaone3_5_2_4b-instruct-q4_k_m,4,q4_k_m
phi4:14b-q4_K_M,PromptType.COT,100,100,0,0,3.8156382632255554,2.940141439437866,2.2761213364583757,41.0,0.6127185051235684,,,,,,,,,,,,,18,23,56,3,0.24324324324324326,0.8571428571428571,0.37894736842105264,41.0,0.6127,phi4_14b-q4_k_m,14,q4_k_m
phi4:14b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,6.16562468290329,6.6114290952682495,1.6041764803810368,69.0,0.5530952380952382,,,,,,,,,,,,,13,56,14,17,0.48148148148148145,0.43333333333333335,0.456140350877193,69.0,0.5531,phi4_14b-q4_k_m,14,q4_k_m
phi4:14b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,2.6911097526550294,2.6240490674972534,1.0737291822975847,54.0,0.4392857142857143,,,,,,,,,,,,,19,35,35,11,0.35185185185185186,0.6333333333333333,0.4523809523809524,54.0,0.4393,phi4_14b-q4_k_m,14,q4_k_m
gemma2:9b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.327834138870239,1.9998348951339722,1.0101277358640584,62.0,0.441400304414003,,,,,,,,,,,,,10,52,21,17,0.3225806451612903,0.37037037037037035,0.3448275862068965,62.0,0.4414,gemma2_9b-instruct-q4_k_m,9,q4_k_m
gemma2:9b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.1000748896598815,2.0784480571746826,0.28137555473550313,54.0,0.5496361746361746,,,,,,,,,,,,,15,39,35,11,0.3,0.5769230769230769,0.3947368421052631,54.0,0.5496,gemma2_9b-instruct-q4_k_m,9,q4_k_m
gemma2:9b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.3620298671722412,0.3318418264389038,0.2372411921415475,67.0,0.5728400735294117,,,,,,,,,,,,,9,58,10,23,0.47368421052631576,0.28125,0.35294117647058826,67.0,0.5728,gemma2_9b-instruct-q4_k_m,9,q4_k_m
olmo2:13b-1124-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.4745864629745484,2.320927143096924,0.8013692382620672,43.0,0.5170666666666667,,,,,,,,,,,,,17,26,49,8,0.25757575757575757,0.68,0.37362637362637363,43.0,0.5171,olmo2_13b-1124-instruct-q4_k_m,13,q4_k_m
olmo2:13b-1124-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.694694700241089,2.5622841119766235,0.5138126062267552,49.0,0.5028571428571429,,,,,,,,,,,,,25,24,46,5,0.352112676056338,0.8333333333333334,0.49504950495049505,49.0,0.5029,olmo2_13b-1124-instruct-q4_k_m,13,q4_k_m
olmo2:13b-1124-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.2404211401939392,0.2088567018508911,0.24449385632913878,57.0,0.5160560832202622,,,,,,,,,,,,,11,46,21,22,0.34375,0.3333333333333333,0.3384615384615385,57.0,0.5161,olmo2_13b-1124-instruct-q4_k_m,13,q4_k_m
llama3.2:3b-instruct-fp16,PromptType.COT,100,100,0,0,1.509330620765686,1.480351448059082,0.2911822547641134,34.0,0.6307171089779786,,,,,,,,,,,,,17,17,60,6,0.22077922077922077,0.7391304347826086,0.33999999999999997,34.0,0.6307,llama3_2_3b-instruct-fp16,3,fp16
llama3.2:3b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,1.288386583328247,1.21388840675354,0.39174276642260925,50.0,0.4189333333333333,,,,,,,,,,,,,17,33,42,8,0.288135593220339,0.68,0.40476190476190477,50.0,0.4189,llama3_2_3b-instruct-fp16,3,fp16
llama3.2:3b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.28296527147293093,0.2049858570098877,0.7371799242773764,52.0,0.4885912698412698,,,,,,,,,,,,,21,31,41,7,0.3387096774193548,0.75,0.4666666666666667,52.0,0.4886,llama3_2_3b-instruct-fp16,3,fp16
mistral:7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,1.0373555946350097,1.0175222158432007,0.29480727829531583,54.0,0.5002297794117647,,,,,,,,,,,,,16,38,30,16,0.34782608695652173,0.5,0.41025641025641024,54.0,0.5002,mistral_7b-instruct-q4_k_m,7,q4_k_m
mistral:7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.0271531581878661,0.9177161455154419,0.4284973690832194,57.0,0.47716894977168944,,,,,,,,,,,,,15,42,31,12,0.32608695652173914,0.5555555555555556,0.410958904109589,57.0,0.4772,mistral_7b-instruct-q4_k_m,7,q4_k_m
mistral:7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.2565058422088623,0.19024455547332764,0.6601977235257536,57.0,0.5502035278154681,,,,,,,,,,,,,15,42,25,18,0.375,0.45454545454545453,0.410958904109589,57.0,0.5502,mistral_7b-instruct-q4_k_m,7,q4_k_m
dolphin3:8b-llama3.1-fp16,PromptType.COT,100,100,0,0,3.1190211176872253,3.1082571744918823,0.5517749697286355,30.0,0.578678970373968,,,,,,,,,,,,,26,4,67,3,0.27956989247311825,0.896551724137931,0.4262295081967213,30.0,0.5787,dolphin3_8b-llama3_1-fp16,8,fp16
dolphin3:8b-llama3.1-fp16,PromptType.COT_NSHOT,100,100,0,0,2.996102318763733,3.0026921033859253,0.42743207543179856,64.0,0.5349333333333334,,,,,,,,,,,,,8,56,19,17,0.2962962962962963,0.32,0.30769230769230765,64.0,0.5349,dolphin3_8b-llama3_1-fp16,8,fp16
dolphin3:8b-llama3.1-fp16,PromptType.SYSTEM1,100,100,0,0,0.5875612711906433,0.44308674335479736,1.6486065159473229,49.0,0.48613333333333336,,,,,,,,,,,,,14,35,40,11,0.25925925925925924,0.56,0.35443037974683544,49.0,0.4861,dolphin3_8b-llama3_1-fp16,8,fp16
llama3.1:8b-instruct-q4_K_M,PromptType.COT,100,100,0,0,1.6175272679328918,1.5800968408584595,0.31411212220201445,35.0,0.4490106544901066,,,,,,,,,,,,,22,13,60,5,0.2682926829268293,0.8148148148148148,0.4036697247706423,35.0,0.449,llama3_1_8b-instruct-q4_k_m,8,q4_k_m
llama3.1:8b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.7324990725517273,1.6712243556976318,0.2591542927761512,40.0,0.6016995614035088,,,,,,,,,,,,,18,22,54,6,0.25,0.75,0.375,40.0,0.6017,llama3_1_8b-instruct-q4_k_m,8,q4_k_m
llama3.1:8b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.2523381185531616,0.18132281303405762,0.7138272986342021,63.0,0.6032054395337543,,,,,,,,,,,,,18,45,26,11,0.4090909090909091,0.6206896551724138,0.49315068493150693,63.0,0.6032,llama3_1_8b-instruct-q4_k_m,8,q4_k_m
dolphin-mistral-nemo:12b-v2.9.3-Q4_K_M,PromptType.COT,100,100,0,0,1.9958742189407348,1.9348961114883423,0.36182013980657013,29.0,0.5238927738927739,,,,,,,,,,,,,20,9,69,2,0.2247191011235955,0.9090909090909091,0.36036036036036034,29.0,0.5239,dolphin-mistral-nemo_12b-v2_9_3-q4_k_m,12,q4_k_m
dolphin-mistral-nemo:12b-v2.9.3-Q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.502834415435791,2.426972985267639,0.3887965367761474,46.0,0.5257406508013599,,,,,,,,,,,,,17,29,42,12,0.288135593220339,0.5862068965517241,0.38636363636363635,46.0,0.5257,dolphin-mistral-nemo_12b-v2_9_3-q4_k_m,12,q4_k_m
dolphin-mistral-nemo:12b-v2.9.3-Q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.4030028891563415,0.2951756715774536,1.0687520802503279,45.0,0.4808321645628798,,,,,,,,,,,,,24,21,48,7,0.3333333333333333,0.7741935483870968,0.46601941747572817,45.0,0.4808,dolphin-mistral-nemo_12b-v2_9_3-q4_k_m,12,q4_k_m
falcon3:7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,1.0792539501190186,1.0857752561569214,0.23836731774333142,45.0,0.5554761904761906,,,,,,,,,,,,,23,22,48,7,0.323943661971831,0.7666666666666667,0.4554455445544555,45.0,0.5555,falcon3_7b-instruct-q4_k_m,7,q4_k_m
falcon3:7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.2124760842323303,1.2458828687667847,0.18045648175486312,46.0,0.5386904761904762,,,,,,,,,,,,,20,26,46,8,0.30303030303030304,0.7142857142857143,0.42553191489361697,46.0,0.5387,falcon3_7b-instruct-q4_k_m,7,q4_k_m
falcon3:7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.2885230350494385,0.23844873905181885,0.49926325097278657,49.0,0.5335968379446641,,,,,,,,,,,,,16,33,44,7,0.26666666666666666,0.6956521739130435,0.3855421686746988,49.0,0.5336,falcon3_7b-instruct-q4_k_m,7,q4_k_m
granite3.1-dense:8b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.068106324672699,1.9653451442718506,0.6860649718888625,46.0,0.5265072765072765,,,,,,,,,,,,,15,31,43,11,0.25862068965517243,0.5769230769230769,0.3571428571428572,46.0,0.5265,granite3_1-dense_8b-instruct-q4_k_m,8,q4_k_m
granite3.1-dense:8b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.8418267226219178,1.769917368888855,0.2988923822554393,65.0,0.46162683823529416,,,,,,,,,,,,,7,58,10,25,0.4117647058823529,0.21875,0.2857142857142857,65.0,0.4616,granite3_1-dense_8b-instruct-q4_k_m,8,q4_k_m
granite3.1-dense:8b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.676279091835022,0.20750141143798828,0.7393325985114135,46.0,0.5443474264705882,,,,,,,,,,,,,27,19,49,5,0.35526315789473684,0.84375,0.5,46.0,0.5443,granite3_1-dense_8b-instruct-q4_k_m,8,q4_k_m
command-r:35b-08-2024-q4_K_M,PromptType.COT,100,100,0,0,4.512441370487213,4.395141005516052,0.7534197734164085,45.0,0.5885416666666666,,,,,,,,,,,,,25,20,52,3,0.3246753246753247,0.8928571428571429,0.47619047619047616,45.0,0.5885,command-r_35b-08-2024-q4_k_m,35,q4_k_m
command-r:35b-08-2024-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,4.886984741687774,4.830078482627869,0.8924693022568941,26.0,0.5551537070524413,,,,,,,,,,,,,15,11,68,6,0.18072289156626506,0.7142857142857143,0.2884615384615385,26.0,0.5552,command-r_35b-08-2024-q4_k_m,35,q4_k_m
command-r:35b-08-2024-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.6012602925300599,0.5487138032913208,0.5278714475203768,42.0,0.46569646569646567,,,,,,,,,,,,,19,23,51,7,0.2714285714285714,0.7307692307692307,0.39583333333333326,42.0,0.4657,command-r_35b-08-2024-q4_k_m,35,q4_k_m
tulu3:8b-q4_K_M,PromptType.COT,100,100,0,0,1.3195321702957152,1.3114551305770874,0.1293395875534752,46.0,0.559634974533107,,,,,,,,,,,,,36,10,52,2,0.4090909090909091,0.9473684210526315,0.5714285714285715,46.0,0.5596,tulu3_8b-q4_k_m,8,q4_k_m
tulu3:8b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.2809321880340576,1.2598717212677002,0.17386141181733167,59.0,0.5142857142857142,,,,,,,,,,,,,19,40,30,11,0.3877551020408163,0.6333333333333333,0.4810126582278481,59.0,0.5143,tulu3_8b-q4_k_m,8,q4_k_m
tulu3:8b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.1507926607131958,0.1496415138244629,0.009816941302389052,53.0,0.4882666666666667,,,,,,,,,,,,,13,40,35,12,0.2708333333333333,0.52,0.35616438356164387,53.0,0.4883,tulu3_8b-q4_k_m,8,q4_k_m
mistral:7b-instruct-fp16,PromptType.COT,47,47,0,0,2.616620292054846,2.3329219818115234,1.951984986653564,48.93617021276596,0.5554298642533937,,,,,,,,,,,,,6,17,17,7,0.2608695652173913,0.46153846153846156,0.33333333333333337,48.94,0.5554,mistral_7b-instruct-fp16,7,fp16
mistral:7b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,2.2249329257011414,1.8920631408691406,0.8839895644261788,69.0,0.4454591577879249,,,,,,,,,,,,,7,62,11,20,0.3888888888888889,0.25925925925925924,0.3111111111111111,69.0,0.4455,mistral_7b-instruct-fp16,7,fp16
mistral:7b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.5815161895751954,0.4290008544921875,1.3385758998014299,62.0,0.6010728402032749,,,,,,,,,,,,,15,47,30,8,0.3333333333333333,0.6521739130434783,0.44117647058823534,62.0,0.6011,mistral_7b-instruct-fp16,7,fp16
qwen2.5:3b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.9799212861061096,0.9695152044296265,0.17445896242453898,46.0,0.5343035343035343,,,,,,,,,,,,,23,23,51,3,0.3108108108108108,0.8846153846153846,0.46,46.0,0.5343,qwen2_5_3b-instruct-q4_k_m,3,q4_k_m
qwen2.5:3b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.9916727018356323,0.9988136291503906,0.18838157257883376,59.0,0.4786666666666667,,,,,,,,,,,,,15,44,31,10,0.32608695652173914,0.6,0.4225352112676057,59.0,0.4787,qwen2_5_3b-instruct-q4_k_m,3,q4_k_m
qwen2.5:3b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.18207735776901246,0.1485910415649414,0.3265520228696717,35.0,0.5172219085262563,,,,,,,,,,,,,18,17,60,5,0.23076923076923078,0.782608695652174,0.3564356435643565,35.0,0.5172,qwen2_5_3b-instruct-q4_k_m,3,q4_k_m
qwen2.5:0.5b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.29170301198959353,0.2652614116668701,0.14626742451629826,55.0,0.5182328190743337,,,,,,,,,,,,,11,44,25,20,0.3055555555555556,0.3548387096774194,0.3283582089552239,55.0,0.5182,qwen2_5_0_5b-instruct-q4_k_m,5,q4_k_m
qwen2.5:0.5b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.3353506827354431,0.2752251625061035,0.2917840149607157,47.0,0.4687924016282225,,,,,,,,,,,,,20,27,40,13,0.3333333333333333,0.6060606060606061,0.4301075268817204,47.0,0.4688,qwen2_5_0_5b-instruct-q4_k_m,5,q4_k_m
qwen2.5:0.5b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.12436139345169067,0.10694384574890137,0.17410111102232945,25.0,0.5230263157894737,,,,,,,,,,,,,24,1,75,0,0.24242424242424243,1.0,0.3902439024390244,25.0,0.523,qwen2_5_0_5b-instruct-q4_k_m,5,q4_k_m
gemma2:9b-instruct-fp16,PromptType.COT,100,100,0,0,3.95447092294693,3.8239712715148926,0.7755627097747009,61.0,0.5139523084728564,,,,,,,,,,,,,10,51,22,17,0.3125,0.37037037037037035,0.3389830508474576,61.0,0.514,gemma2_9b-instruct-fp16,9,fp16
gemma2:9b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,4.179945590496064,4.201546311378479,0.3482120262490578,58.0,0.48955392433653305,,,,,,,,,,,,,13,45,32,10,0.28888888888888886,0.5652173913043478,0.38235294117647056,58.0,0.4896,gemma2_9b-instruct-fp16,9,fp16
gemma2:9b-instruct-fp16,PromptType.SYSTEM1,94,94,0,0,0.6211888181402329,0.6110050678253174,0.05586234118817616,69.14893617021276,0.61953125,,,,,,,,,,,,,9,56,8,21,0.5294117647058824,0.3,0.3829787234042553,69.15,0.6195,gemma2_9b-instruct-fp16,9,fp16
sailor2:20b-chat-q4_K_M,PromptType.COT,100,100,0,0,2.737190065383911,2.6859779357910156,0.3804621066914222,44.0,0.5042666666666668,,,,,,,,,,,,,18,26,49,7,0.26865671641791045,0.72,0.391304347826087,44.0,0.5043,sailor2_20b-chat-q4_k_m,20,q4_k_m
sailor2:20b-chat-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.96123126745224,2.9181370735168457,0.39681179710053754,51.0,0.6019912578921807,,,,,,,,,,,,,16,35,36,13,0.3076923076923077,0.5517241379310345,0.39506172839506176,51.0,0.602,sailor2_20b-chat-q4_k_m,20,q4_k_m
sailor2:20b-chat-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.522332935333252,0.40096187591552734,1.152577865996931,40.0,0.6291270918136589,,,,,,,,,,,,,28,12,55,5,0.3373493975903614,0.8484848484848485,0.4827586206896552,40.0,0.6291,sailor2_20b-chat-q4_k_m,20,q4_k_m
nemotron-mini:4b-instruct-fp16,PromptType.COT,100,100,0,0,1.2411149430274964,1.2274129390716553,0.3506301136096542,53.0,0.4666854884246189,,,,,,,,,,,,,18,35,42,5,0.3,0.782608695652174,0.43373493975903615,53.0,0.4667,nemotron-mini_4b-instruct-fp16,4,fp16
nemotron-mini:4b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,1.2116336154937744,1.205796480178833,0.18421570553412614,47.0,0.6408523908523909,,,,,,,,,,,,,24,23,51,2,0.32,0.9230769230769231,0.4752475247524752,47.0,0.6409,nemotron-mini_4b-instruct-fp16,4,fp16
nemotron-mini:4b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.3752212142944336,0.2844510078430176,0.9062167111539969,54.0,0.5473530840213696,,,,,,,,,,,,,13,41,30,16,0.3023255813953488,0.4482758620689655,0.36111111111111105,54.0,0.5474,nemotron-mini_4b-instruct-fp16,4,fp16
hermes3:8b-llama3.1-q4_0,PromptType.COT,100,100,0,0,1.5094907832145692,1.4926072359085083,0.19425231133641938,26.0,0.5074723846653671,,,,,,,,,,,,,18,8,73,1,0.1978021978021978,0.9473684210526315,0.3272727272727272,26.0,0.5075,hermes3_8b-llama3_1-q4_0,8,unknown
hermes3:8b-llama3.1-q4_0,PromptType.COT_NSHOT,100,100,0,0,1.5720626044273376,1.5706439018249512,0.2330609950700346,45.0,0.4644364074743822,,,,,,,,,,,,,12,33,46,9,0.20689655172413793,0.5714285714285714,0.3037974683544304,45.0,0.4644,hermes3_8b-llama3_1-q4_0,8,unknown
hermes3:8b-llama3.1-q4_0,PromptType.SYSTEM1,100,100,0,0,0.2477164936065674,0.18429696559906006,0.6327378100615174,67.0,0.6930952380952382,,,,,,,,,,,,,24,43,27,6,0.47058823529411764,0.8,0.5925925925925927,67.0,0.6931,hermes3_8b-llama3_1-q4_0,8,unknown
mixtral:8x7b-instruct-v0.1-q4_K_M,PromptType.COT,100,100,0,0,2.5666664981842042,2.511227607727051,0.5091258759453965,40.0,0.5745814307458144,,,,,,,,,,,,,27,13,60,0,0.3103448275862069,1.0,0.4736842105263158,40.0,0.5746,mixtral_8x7b-instruct-v0_1-q4_k_m,7,q4_k_m
mixtral:8x7b-instruct-v0.1-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,5.289290578365326,4.109951972961426,2.82149591838001,46.0,0.5821917808219178,,,,,,,,,,,,,18,28,45,9,0.2857142857142857,0.6666666666666666,0.4,46.0,0.5822,mixtral_8x7b-instruct-v0_1-q4_k_m,7,q4_k_m
mixtral:8x7b-instruct-v0.1-q4_K_M,PromptType.SYSTEM1,100,100,0,0,2.5385153460502625,1.9455875158309937,2.9760045318316894,54.0,0.42970073404856013,,,,,,,,,,,,,13,41,36,10,0.2653061224489796,0.5652173913043478,0.36111111111111116,54.0,0.4297,mixtral_8x7b-instruct-v0_1-q4_k_m,7,q4_k_m
mistral-small:22b-instruct-2409-q4_K_M,PromptType.COT,100,100,0,0,3.933959889411926,3.9223169088363647,0.34495072039725705,49.0,0.5731646825396826,,,,,,,,,,,,,22,27,45,6,0.3283582089552239,0.7857142857142857,0.46315789473684216,49.0,0.5732,mistral-small_22b-instruct-2409-q4_k_m,22,q4_k_m
mistral-small:22b-instruct-2409-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,4.0615750241279605,4.015810132026672,0.5765517083667743,58.0,0.602796052631579,,,,,,,,,,,,,8,50,26,16,0.23529411764705882,0.3333333333333333,0.27586206896551724,58.0,0.6028,mistral-small_22b-instruct-2409-q4_k_m,22,q4_k_m
mistral-small:22b-instruct-2409-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.6668614363670349,0.4958608150482178,1.4879301595655274,57.0,0.5662202380952381,,,,,,,,,,,,,20,37,35,8,0.36363636363636365,0.7142857142857143,0.48192771084337355,57.0,0.5662,mistral-small_22b-instruct-2409-q4_k_m,22,q4_k_m
aya-expanse:8b-q4_K_M,PromptType.COT,100,100,0,0,1.5083755660057068,1.5249388217926025,0.18119696116297376,36.0,0.4487643158529234,,,,,,,,,,,,,15,21,58,6,0.2054794520547945,0.7142857142857143,0.3191489361702127,36.0,0.4488,aya-expanse_8b-q4_k_m,8,q4_k_m
aya-expanse:8b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.600346519947052,1.5754215717315674,0.2165213212837468,41.0,0.5576,,,,,,,,,,,,,20,21,54,5,0.2702702702702703,0.8,0.404040404040404,41.0,0.5576,aya-expanse_8b-q4_k_m,8,q4_k_m
aya-expanse:8b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.24992316246032714,0.21988117694854736,0.29198473159297067,45.0,0.5118989800874211,,,,,,,,,,,,,18,27,44,11,0.2903225806451613,0.6206896551724138,0.3956043956043956,45.0,0.5119,aya-expanse_8b-q4_k_m,8,q4_k_m
