Unnamed: 0,sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,highest_degree_by_2002,college_enrollment_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,raised_in_urban_or_rural_area,homeless_for_2+_nights_over_last_5_years,any_adult_household_member_jailed_in_last_5_years,recieved_food_stamps_in_2002,victim_of_violent_crime_in_last_5_years,i_often_prey_to_god_for_help,god_has_nothing_to_do_with_me_personally,how_much_time_in_last_month_when_nothing_cheers_you_up,used_marijuana_in_last_4_years,used_cocaine_or_other_hard_drug_in_last_4_years,used_any_drug_in_last_4_years,ever_arrested_in_last_5_years,number_of_arrests_in_last_5_years,target,ever_convicted_in_last_5_years,weight_in_lbs,age,height_total_inches,race
14,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,all of the time,True,True,True,True,5,1,True,165.0,40,72,hispanic
15,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,2,1,False,187.0,39,73,black
16,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",3,4,"biological mother, marital status unknown",Unknown,False,False,False,False,True,False,some of the time,False,False,False,True,1,0,True,160.0,41,65,black
17,male,"never married, cohabiting",GED,"not enrolled, GED",1,4,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,True,170.0,39,65,white
18,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",5,3,Unknown,urban,False,False,False,False,False,False,none of the time,True,True,True,True,4,0,True,185.0,40,68,white
19,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",5,4,both biological parents,urban,False,False,False,True,False,True,all of the time,True,True,True,True,4,0,True,135.0,40,66,white
20,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,both biological parents,urban,False,False,False,False,False,True,some of the time,True,False,True,True,1,1,False,160.0,38,66,hispanic
21,male,"married, spouse present",GED,"not enrolled, some college",1,4,Unknown,Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,3,0,True,190.0,42,67,hispanic
22,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,3,both biological parents,urban,False,False,False,True,True,False,some of the time,True,True,True,True,6,1,True,140.0,42,68,hispanic
23,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,7,Unknown,Unknown,False,False,False,False,True,True,some of the time,False,False,False,True,1,0,False,117.0,39,65,hispanic
24,male,"never married, not cohabiting",GED,"not enrolled, high school degree",3,5,both biological parents,urban,False,False,False,False,False,True,none of the time,True,True,True,True,2,0,True,155.0,42,71,white
25,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,5,both biological parents,urban,False,False,False,False,False,False,some of the time,True,True,True,True,1,1,True,180.0,38,81,white
26,male,"never married, not cohabiting",GED,"not enrolled, GED",1,6,Unknown,Unknown,False,False,False,False,False,True,none of the time,True,False,True,True,1,0,False,135.0,39,71,black
27,female,"never married, not cohabiting",GED,"not enrolled, some college",2,4,both biological parents,urban,False,False,False,False,False,False,all of the time,True,True,True,True,1,1,False,139.0,41,64,white
28,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",4,4,both biological parents,urban,False,True,False,False,True,False,none of the time,True,True,True,True,2,1,False,180.0,38,66,white
29,female,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",3,6,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,212.0,40,61,hispanic
30,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,True,True,True,True,2,0,False,130.0,42,66,white
31,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,4,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,False,187.0,42,68,white
32,male,"never married, not cohabiting",associate/junior college (AA),enrolled in a 4-year college,3,4,both biological parents,urban,False,False,False,True,True,True,none of the time,True,False,True,True,1,0,False,162.0,40,69,black
33,male,"married, spouse present",GED,"not enrolled, GED",2,5,Unknown,Unknown,False,True,False,False,True,False,none of the time,False,False,False,True,1,0,False,240.0,40,71,asian or pacific islander
34,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,5,Unknown,Unknown,False,False,False,True,False,False,none of the time,False,False,False,True,2,0,True,135.0,38,67,asian or pacific islander
35,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,Unknown,Unknown,False,False,False,False,True,True,most of the time,False,False,False,True,2,0,False,140.0,38,65,asian or pacific islander
36,male,"never married, cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,6,both biological parents,urban,False,False,False,False,True,False,most of the time,True,False,True,True,3,0,False,170.0,38,70,hispanic
37,female,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",4,5,"biological mother, marital status unknown",urban,False,True,False,False,True,True,some of the time,False,True,True,True,1,1,False,140.0,40,62,hispanic
38,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,2,5,both biological parents,urban,False,False,False,False,True,True,some of the time,True,True,True,True,2,0,False,180.0,41,66,hispanic
39,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,both biological parents,urban,False,False,False,True,True,True,none of the time,True,True,True,True,8,0,True,140.0,38,67,hispanic
40,male,"separated, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,4,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,True,True,True,some of the time,True,True,True,True,3,1,True,187.0,41,71,hispanic
41,male,"never married, not cohabiting",GED,"not enrolled, GED",1,4,"biological dad, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,0,False,140.0,40,72,hispanic
42,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,2,"biological dad, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,False,True,True,5,0,False,145.0,38,69,asian or pacific islander
43,male,"never married, not cohabiting",Unknown,"not enrolled, GED",0,5,"biological mother, marital status unknown",Unknown,False,False,True,False,True,False,none of the time,False,True,True,True,1,1,False,180.0,42,66,hispanic
44,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,5,"biological mother, other parent present",urban,False,False,False,False,False,True,none of the time,True,False,True,True,1,0,True,180.0,42,70,white
45,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,4,both biological parents,urban,False,False,False,False,True,False,some of the time,True,True,True,True,1,1,False,212.0,40,71,white
46,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",urban,False,False,False,False,False,True,none of the time,False,False,False,True,1,0,False,257.5,41,66,white
47,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,False,False,False,True,2,0,True,179.0,41,71,hispanic
48,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",2,5,both biological parents,Unknown,False,True,False,False,True,False,none of the time,True,False,True,True,2,0,False,212.0,42,64,hispanic
49,male,"separated, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,both biological parents,Unknown,False,True,False,True,True,True,none of the time,False,False,False,True,3,0,True,237.0,40,66,hispanic
50,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",3,2,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,6,1,True,195.0,39,64,hispanic
51,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,5,both biological parents,urban,False,False,False,False,True,False,most of the time,False,False,False,True,3,0,False,145.0,39,60,hispanic
52,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,Unknown,Unknown,False,False,False,False,False,False,none of the time,True,False,True,True,4,1,True,146.0,39,66,hispanic
53,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,6,both biological parents,urban,False,False,False,False,True,False,most of the time,True,False,True,True,1,0,True,140.0,40,65,hispanic
54,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,1,1,False,178.0,41,68,hispanic
55,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",0,4,Unknown,Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,2,0,True,69.5,39,65,hispanic
56,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,4,"biological mother, marital status unknown",urban,False,False,True,False,True,False,some of the time,True,True,True,True,3,1,True,187.0,42,63,white
57,male,"never married, not cohabiting",GED,"not enrolled, GED",1,4,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,138.0,41,66,hispanic
58,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,both biological parents,urban,False,True,False,False,True,False,none of the time,False,True,True,True,1,0,True,195.0,40,69,hispanic
59,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,5,both biological parents,urban,False,False,False,False,False,True,none of the time,False,True,True,True,1,1,True,212.0,39,69,hispanic
60,female,"never married, not cohabiting",Unknown,"not enrolled, GED",2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,257.5,39,69,white
61,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,0,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,160.0,42,73,asian or pacific islander
62,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,0,5,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,257.5,38,77,white
63,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,9,both biological parents,urban,False,False,True,False,True,False,some of the time,False,False,False,True,1,0,False,112.0,39,62,hispanic
64,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,4,both biological parents,urban,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,True,115.0,42,66,white
65,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,False,True,True,True,1,1,False,210.0,39,74,white
66,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,False,True,True,True,7,1,True,160.0,39,68,white
67,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,3,"biological mother, other parent present",rural,True,False,False,False,True,False,none of the time,True,False,True,True,3,1,True,180.0,42,76,white
68,female,"never married, not cohabiting",Unknown,"not enrolled, some college",3,3,"biological mother, other parent present",Unknown,False,False,False,True,False,True,some of the time,True,True,True,True,1,0,True,130.0,40,65,white
69,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,5,both biological parents,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,1,1,True,140.0,41,67,white
70,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,5,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,2,1,True,140.0,38,68,white
71,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,2,5,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,195.0,40,75,white
72,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,both biological parents,urban,False,False,False,False,False,False,none of the time,True,False,True,True,2,0,False,157.0,40,66,hispanic
73,male,"never married, not cohabiting",GED,enrolled in a 2-year college,2,5,both biological parents,urban,False,False,False,True,True,False,some of the time,True,False,True,True,9,0,True,180.0,42,73,hispanic
74,male,"never married, cohabiting",high school diploma (HS),"not enrolled, some college",4,2,"biological mother, other parent present",urban,False,False,False,True,False,True,none of the time,False,False,False,True,2,0,False,186.0,39,67,black
75,male,"never married, cohabiting",GED,"not enrolled, GED",4,7,Unknown,Unknown,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,160.0,40,74,hispanic
76,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,3,"biological mother, marital status unknown",urban,False,True,True,True,True,False,most of the time,True,True,True,True,1,1,False,135.0,41,60,black
77,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,3,"biological dad, marital status unknown",urban,False,False,True,False,True,False,none of the time,False,False,False,True,1,1,True,220.0,42,79,black
78,female,"never married, cohabiting",high school diploma (HS),"not enrolled, some college",1,3,"biological mother, marital status unknown",urban,True,False,False,True,True,False,most of the time,True,False,True,True,2,1,True,107.0,38,62,black
79,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,most of the time,False,False,False,True,1,0,False,145.0,39,68,black
80,female,"never married, cohabiting",GED,"not enrolled, GED",1,4,"biological mother, marital status unknown",Unknown,True,False,True,True,True,True,some of the time,False,False,False,True,3,0,False,134.0,40,62,white
81,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",0,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,4,1,True,162.0,42,61,black
82,female,"married, spouse present",high school diploma (HS),"not enrolled, high school degree",0,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,115.0,41,63,white
83,female,"never married, not cohabiting",Unknown,"not enrolled, high school degree",0,5,foster parent(s),urban,False,False,True,False,True,True,most of the time,False,False,False,True,1,0,False,140.0,39,62,black
84,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,4,"biological mother, marital status unknown",urban,False,False,True,False,True,False,none of the time,True,False,True,True,1,0,False,169.0,39,67,black
85,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological mother, marital status unknown",urban,False,False,True,False,True,False,some of the time,True,False,True,True,2,0,True,155.0,41,71,black
86,male,"never married, cohabiting",Unknown,"not enrolled, GED",3,4,"other adults, biological parent status unknown, not group quarters",urban,False,False,True,False,True,False,none of the time,True,False,True,True,1,1,True,165.0,42,72,black
87,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,True,True,True,4,0,True,237.0,42,72,white
88,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, other parent present",urban,False,False,False,True,False,False,none of the time,True,True,True,True,10,0,True,155.0,39,72,white
89,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,6,both biological parents,urban,False,False,False,False,True,False,none of the time,False,False,False,True,2,0,False,182.0,41,71,white
90,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,0,6,both biological parents,urban,False,False,False,True,True,False,some of the time,False,False,False,True,1,0,False,69.5,39,74,white
91,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,4,both biological parents,urban,False,False,False,False,False,False,none of the time,True,True,True,True,1,1,False,155.0,40,71,white
92,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,5,both biological parents,urban,False,False,False,False,True,False,most of the time,False,False,False,True,3,1,True,168.0,40,67,hispanic
93,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,both biological parents,urban,False,True,False,False,False,False,none of the time,True,True,True,True,1,0,True,180.0,39,68,hispanic
94,male,"never married, not cohabiting",GED,"not enrolled, GED",0,3,"biological mother, marital status unknown",urban,False,False,True,False,True,False,some of the time,True,False,True,True,1,0,True,178.0,39,70,black
95,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,7,"biological mother, other parent present",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,True,162.0,38,69,black
96,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,187.0,39,69,white
97,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,4,Unknown,Unknown,False,True,False,False,True,False,some of the time,True,True,True,True,1,0,False,130.0,40,66,white
98,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,3,Unknown,Unknown,False,False,False,False,False,False,some of the time,True,True,True,True,1,0,False,170.0,42,70,asian or pacific islander
99,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",0,6,both biological parents,urban,False,False,False,False,False,False,some of the time,True,False,True,True,1,1,False,187.0,40,69,black
100,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,8,Unknown,Unknown,False,False,False,True,False,False,none of the time,True,False,True,True,9,0,True,180.0,39,69,"american indian, eskimo or aleut"
101,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",2,3,"biological mother, marital status unknown",Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,3,0,True,190.0,42,73,white
102,female,"married, spouse present",Unknown,"not enrolled, GED",1,4,"biological mother, other parent present",urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,False,160.0,41,64,white
103,female,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,4,"biological mother, marital status unknown",urban,True,False,False,True,True,False,most of the time,True,True,True,True,2,0,False,110.0,38,66,white
104,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,4,0,True,165.0,40,61,white
105,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",4,3,Unknown,Unknown,True,False,False,False,True,False,none of the time,True,True,True,True,2,1,True,162.0,39,71,white
106,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,4,3,anything else,Unknown,False,False,False,False,False,False,none of the time,True,False,True,True,3,0,False,185.0,40,72,hispanic
107,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,4,"biological mother, marital status unknown",Unknown,False,False,False,False,True,False,most of the time,True,True,True,True,1,1,False,211.0,39,81,hispanic
108,male,"never married, cohabiting",GED,enrolled in a 4-year college,0,5,both biological parents,urban,False,False,False,True,False,False,most of the time,True,False,True,True,2,0,False,187.0,41,66,asian or pacific islander
109,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",2,8,Unknown,Unknown,False,False,False,False,True,False,some of the time,False,False,False,True,1,0,True,162.0,42,68,black
110,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,"biological mother, marital status unknown",rural,False,False,False,False,True,True,some of the time,True,True,True,True,2,0,True,160.0,39,68,white
111,female,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",0,4,both biological parents,urban,False,False,False,False,True,False,some of the time,False,False,False,True,5,0,True,140.0,39,64,hispanic
112,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,anything else,urban,False,False,False,False,False,False,some of the time,True,False,True,True,1,0,False,178.0,39,64,hispanic
113,female,"never married, not cohabiting",GED,"not enrolled, GED",0,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,False,True,True,True,3,0,True,122.0,38,64,white
114,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,3,5,both biological parents,urban,False,False,False,False,True,True,none of the time,False,False,False,True,1,0,False,187.0,38,70,hispanic
115,female,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,4,both biological parents,urban,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,False,130.0,38,67,white
116,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,5,"biological dad, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,False,True,True,1,0,False,170.0,38,72,white
117,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,0,5,both biological parents,urban,False,False,False,False,True,False,most of the time,True,False,True,True,1,0,False,220.0,42,70,white
118,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,both biological parents,urban,False,False,False,False,False,True,some of the time,True,False,True,True,1,0,False,135.0,39,70,white
119,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,both biological parents,urban,False,False,False,False,False,False,none of the time,True,True,True,True,1,1,False,190.0,40,71,white
120,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,4,4,both biological parents,urban,False,False,False,False,False,True,some of the time,True,True,True,True,1,0,False,155.0,40,60,white
121,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,2,0,False,205.0,39,70,hispanic
122,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,6,Unknown,Unknown,False,False,False,False,True,True,none of the time,True,False,True,True,1,1,False,195.0,41,74,white
123,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,2,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,135.0,42,64,asian or pacific islander
124,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,True,True,True,1,0,True,220.0,39,70,white
125,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,180.0,40,70,black
126,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",4,4,both biological parents,urban,False,False,False,False,False,True,none of the time,False,False,False,True,4,0,True,237.0,40,72,white
127,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,8,1,True,165.0,40,71,black
128,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,True,162.0,40,71,white
129,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,both biological parents,urban,False,False,False,True,True,False,some of the time,True,True,True,True,5,0,True,210.0,41,69,white
130,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,7,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,250.0,41,77,white
131,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,4,"biological mother, marital status unknown",urban,False,False,False,True,True,False,none of the time,True,True,True,True,3,0,True,156.0,40,68,black
132,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"other adults, biological parent status unknown, not group quarters",Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,2,1,True,185.0,40,72,black
133,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"other adults, biological parent status unknown, not group quarters",urban,False,True,False,False,False,False,some of the time,True,True,True,True,4,0,True,137.0,38,63,black
134,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,True,True,True,True,4,1,True,187.0,41,69,black
135,male,"never married, not cohabiting",GED,"not enrolled, GED",1,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,2,0,True,210.0,40,76,black
136,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,4,"biological mother, marital status unknown",Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,2,1,True,185.0,40,69,black
137,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",2,7,both biological parents,Unknown,False,False,False,False,False,False,none of the time,False,False,False,True,5,0,True,117.0,39,64,hispanic
138,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,7,both biological parents,Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,187.0,38,68,hispanic
139,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,134.0,40,64,black
140,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,6,0,True,154.0,42,67,white
